0	4447316.801993	2352917.956452	0.0
1	3442456.250357	3119951.554387	1.4
2	4922900.212003	4788748.342544	0.0
3	6511606.320538	1742739.990061	0.0
4	3530147.812759	2038632.916952	0.0
5	4865452.818725	1741480.341765	0.0
7	3519441.253892	3258966.916046	9.0
8	3464569.926684	3904715.924353	0.4
9	5258292.432168	2621659.059972	0.0
10	4785240.684585	3278183.913957	0.0
14	3399164.021398	2131774.592411	0.0
15	5114497.706800	4110832.650719	0.8999999999999999
16	3641174.074481	3185300.301763	11.6
18	3308301.750000	1838788.410000	0.0
19	4084307.415889	2486182.944772	1.5999999999999999
20	3510740.645984	2041897.780414	0.0
21	5372728.465943	2872283.552891	1.6
22	4151072.644112	3396173.001506	6.0
23	4538975.926514	2744148.985052	1.4
24	6003130.847059	2184399.992623	30.6
25	6732384.173764	1174840.023235	0.0
26	3537475.960259	3532621.405883	6.7
27	4448759.699610	3126817.957169	0.5
28	6688931.055877	1467829.743845	0.0
29	3951832.131972	2319236.835193	0.0
30	4400791.381872	3656748.262317	0.0
31	4937255.400919	2357674.353441	0.0
32	3488635.636446	3405798.981173	17.900000000000002
33	3017990.768517	1768012.344407	0.0
34	4427341.758016	2526745.040189	0.0
35	4177956.156693	2486798.700370	0.0
36	7942057.788733	2568109.152579	0.0
37	4241923.931508	2367871.071661	3.4000000000000004
38	1982049.844596	1001204.104957	0.0
40	4161815.196244	2511025.897221	0.0
41	4399666.703016	3171870.429282	2.3
42	3690000.040801	2160187.040435	0.0
43	3080716.271530	2091330.268311	0.0
44	3515984.600865	3383029.301116	23.600000000000005
45	4736015.952297	4827164.845531	0.0
46	3991656.442751	2476507.201954	2.0
47	4494758.609167	2347493.965370	0.0
50	3439923.436762	1809701.187065	0.0
51	3223467.270277	2250376.203883	0.0
52	4805906.096646	1694168.686042	0.0
53	5445652.421382	2550630.381294	0.0
54	3889271.387205	2317704.592404	0.0
55	2636801.704114	1961056.817268	0.0
56	4348998.661226	2799843.239826	3.2
58	3905391.919897	2478538.630932	0.0
59	4190306.414344	2799535.226536	1.9
60	4226587.644267	3381536.697328	7.8
61	4536941.494621	2207906.653714	0.0
62	4219422.680918	1855725.414628	0.0
63	4329428.979377	3664052.409458	0.0
64	3480494.740000	3568089.180000	2.0
65	3812119.460463	2883323.723384	1.0
66	6740284.053449	1140075.561274	0.0
67	7473885.524200	2232167.844566	0.0
69	3497911.156425	2036229.942242	0.0
70	3381907.624553	2698303.325097	1.0
71	4057278.551188	2794922.227138	1.2
72	5661090.936385	2683284.828418	10.0
73	4078195.245951	4050880.545323	0.1
74	4657815.115356	1595426.863893	0.0
75	4167559.511975	2372508.344593	0.0
77	5583496.399753	2663209.006649	12.2
78	4519804.478512	2151845.716602	0.0
79	4357717.179580	2716796.953137	0.2
80	4027785.760082	3039147.785922	1.3
81	5230113.745566	2065150.448182	0.0
82	3533236.720655	2161855.743956	0.0
83	3700070.191380	2596153.818991	0.0
84	3011225.271643	1716481.789979	0.0
85	2979099.122902	1707251.597251	0.0
86	5182379.466853	2655931.925452	0.0
87	2757040.059599	1844565.719006	0.0
89	3434004.512659	3147071.155726	2.1
90	4478054.608568	3707922.721289	0.0
91	3939654.641615	2899300.693512	2.2
92	4243388.406148	2431465.108162	0.0
93	4068530.842309	2568512.088287	0.0
94	4331302.819875	3103460.836630	5.5
95	5248202.697153	3149166.459713	0.1
96	4500252.436807	2450814.932912	0.0
97	6450338.929692	3861471.635771	0.0
98	4152192.801711	2375066.822736	0.0
99	4312580.893420	2943745.213183	2.1
100	4605815.774408	2069748.924590	0.0
101	3782595.043999	2493312.736265	0.3
102	4240390.058795	3326956.717036	5.6
103	4175924.473353	2698146.930713	0.6
104	6071464.759667	3799283.841524	0.0
105	3731769.140110	3015795.821032	4.6
106	4059730.290000	2372716.960000	1.1
107	3975626.558549	2481653.923470	1.0
108	6417233.005417	1685213.123642	0.0
110	3806692.294623	2356495.454289	0.4
111	3595812.287930	3384505.988960	39.6
112	4232644.032755	2740724.708141	1.2000000000000002
113	3930988.606391	3067124.010666	1.2000000000000002
115	3612813.382191	2467493.699966	0.2
116	4365319.915123	2901478.614915	0.7
118	4087947.691344	2827361.017917	1.8
119	4446521.346759	2811332.988259	1.7000000000000002
120	5553704.726123	2481158.912780	0.9
121	5177147.035838	4677466.473949	0.3
122	3251787.315923	3489378.995141	8.9
123	3722248.580684	2450415.255596	1.2
124	3398579.987068	3886167.619681	0.2
125	3607827.519218	3164775.995623	16.4
126	3340579.896939	2128723.880754	0.0
129	4246078.450539	1998630.889786	0.0
130	5106855.952784	2665649.725233	0.0
131	3760268.740000	2713924.000000	1.0
133	3200272.278475	1930448.031203	0.0
134	4070043.443504	2540818.555204	0.8
135	4493010.594001	2098171.757443	0.0
136	3910941.676415	2325259.204064	0.0
138	3693976.735781	1879260.887897	0.6
139	4897534.339046	2863964.311840	0.0
140	3776712.240000	2405143.500000	0.4
141	3159389.566995	2061297.212143	0.0
142	4332421.835703	2471959.413370	0.0
143	3951956.569931	2417761.478531	2.2
144	4323436.329183	2742455.043287	0.6
145	3499918.446261	3541853.767319	12.6
146	3564688.390000	3608513.540000	1.8
147	3751829.736393	2320186.736235	0.0
148	3878934.643432	2835129.909172	2.6
149	4719851.663584	2648301.904819	0.0
150	4000311.077297	2666676.576009	0.0
151	3077221.003033	2210413.579156	0.0
152	3727784.980528	2462275.551654	1.8
153	4681340.573367	2467145.806556	0.0
154	5350509.480927	5176559.224331	0.2
156	3636714.196982	3279856.180779	11.3
159	4351379.926644	2378612.999022	0.0
160	4322616.502993	3058587.988188	6.6
161	3044137.846154	2376021.427319	0.0
162	4529013.597813	3014073.102367	0.4
163	3800907.128398	2365383.601952	0.2
164	4484150.178406	4782526.797370	26.0
165	3380746.773495	3155925.756877	1.4
166	4420559.697951	3333500.350234	0.0
167	4574374.640292	3982901.286245	1.3
168	1093761.480563	2564800.119799	0.3
169	4409367.502652	2950878.663076	2.9000000000000004
170	3532918.140011	2143927.726380	0.0
171	4353080.511766	3165117.816112	4.7
172	4592694.507169	4852610.656545	1.8
173	5183572.136843	2162969.808412	0.0
174	4500887.140382	2948078.943682	1.1
175	4565768.816277	4214484.316382	0.0
176	3849324.822526	2868190.933559	3.4
177	5061809.880315	2693176.046874	0.0
178	4600711.643250	2187566.030830	0.0
179	5288763.134789	3604007.720473	0.0
180	3552990.820409	2152544.525407	0.0
181	3309477.022631	2184787.939237	0.0
182	3640531.273694	2166131.283151	0.0
183	3927142.932935	2712429.982547	0.6000000000000001
185	3519956.103728	2451251.012332	0.2
186	3624405.802265	3522852.594190	16.8
187	4287663.139439	2554820.850962	0.0
188	4274159.220135	2995108.642080	12.4
189	6711380.424993	1524911.226863	0.1
190	4640279.677131	2026968.001856	0.0
192	4363787.649367	2669798.404204	0.1
193	4008515.096685	2570629.001146	0.1
194	4772107.852277	1613953.317850	0.0
195	3114197.607632	1820098.388098	0.0
196	3408105.027680	2900003.495111	0.4
197	5339271.093803	4162868.070332	0.0
198	4814373.669398	1967295.827662	0.0
199	3664826.544940	3213244.194005	9.1
200	5422606.513583	4416472.417865	0.0
201	4698286.987005	1574118.030597	0.0
202	4270025.027462	2575600.543389	1.8
203	4366763.087956	3365012.633719	0.3
204	3412152.043105	3002622.032415	2.1
205	4969920.728506	2627854.169517	0.0
206	4820127.194841	1684183.155243	0.0
207	3832019.773544	2509916.952937	0.0
209	4234704.133363	3082690.513119	4.4
210	3132018.458981	2373875.418126	0.0
211	4264015.117088	2382857.714631	1.5999999999999999
213	3665245.584745	3200486.778768	5.3999999999999995
214	4483559.169794	3252866.827307	0.4
215	4343806.459782	4478650.868627	0.0
216	4087502.158992	2637946.587641	0.0
218	4153855.058048	2567124.113037	0.0
219	6681243.799119	1483422.971935	0.0
220	3468237.186979	2051695.912811	0.0
221	3537513.014287	2128596.559285	0.0
222	2896169.178709	2293875.671374	0.0
223	3071972.622233	1822491.782986	0.0
224	4118424.906574	3894580.857804	2.8
225	3565677.201346	2967061.182027	0.8
226	3459922.713980	3232504.579779	2.4000000000000004
227	4903384.607108	5387466.139662	5.1
228	3998097.853636	2979245.371191	10.9
229	4057916.328210	2591507.110670	0.0
230	1838573.186927	1513273.451666	0.0
231	3966076.819565	3257822.134389	11.5
232	4045471.560000	2485976.260000	2.5999999999999996
235	5144735.722022	3131129.657980	0.0
